shí;识;knowledge;hsk1
fēng;风;wind;hsk1
fú;服;apparel;hsk1
yuán;元;dollar;hsk1
ne;呢;how about;hsk1
huā;花;flowers;hsk1
qǐng;请;to invite;hsk1
zǎo;早;early;hsk1
zhǎo;找;to look for;hsk1
chī;吃;to eat;hsk1
tú;图;picture;hsk1
yǔ;语;language;hsk1
sù;诉;to accuse;hsk1
shì;试;test;hsk1
shù;树;tree;hsk1
chà;差;to differ;hsk1
suì;岁;years of age;hsk1
zuǒ;左;left;hsk1
lóu;楼;multistory building;hsk1
bān;班;class;hsk1
ròu;肉;meat;hsk1
wàng;忘;to forget;hsk1
chuáng;床;bed;hsk1
mèi;妹;younger sister;hsk1
zhuō;桌;table;hsk1
kè;课;lesson;hsk1
cài;菜;vegetable;hsk1
chá;茶;tea;hsk1
jìng;净;clean;hsk1
shì;是;to be;hsk1
zài;在;at;hsk1
wǒ;我;I;hsk1
guó;国;country;hsk1
dì;地;ground;hsk1
huì;会;meeting;hsk1
néng;能;ability;hsk1
jiā;家;house;hsk1
qù;去;to go;hsk1
xué;学;to study;hsk1
tóng;同;same;hsk1
xiàn;现;present;hsk1
méi;没;to not have;hsk1
dòng;动;to move;hsk1
miàn;面;face;hsk1
xiē;些;some;hsk1
guān;关;to shut;hsk1
diǎn;点;spot;hsk1
xīn;新;new;hsk1
shēn;身;body;hsk1
cì;次;occurrence;hsk1
dōng;东;east;hsk1
qì;气;air;hsk1
fàng;放;to release;hsk1
zhù;住;to dwell;hsk1
jīn;今;now;hsk1
xiào;笑;to laugh;hsk1
yuǎn;远;distant;hsk1
zì;字;character;hsk1
ài;爱;love;hsk1
xī;息;breath;hsk1
shì;视;to look at;hsk1
bāo;包;package;hsk1
bàn;半;half;hsk1
xīng;星;star;hsk1
xiào;校;school;hsk1
wǎn;晚;late;hsk1
nǎ;哪;which;hsk1
xǐ;喜;joy;hsk1
huān;欢;joyous;hsk1
mǎi;买;to buy;hsk1
gē;哥;older brother;hsk1
jiě;姐;older sister;hsk1
jiè;介;to introduce;hsk1
huài;坏;bad;hsk1
niú;牛;cow;hsk1
wán;玩;to play;hsk1
dàn;蛋;egg;hsk1
de;的;possess;hsk1
nǐ;你;you;hsk1
dé;得;to obtain;hsk1
lǐ;里;inside;hsk1
liǎng;两;two;hsk1
gāo;高;tall;hsk1
zǒu;走;walk;hsk1
shǎo;少;few;hsk1
zuò;做;to make;hsk1
chǎng;场;site;hsk1
qī;期;period of time;hsk1
lù;路;road;hsk1
shī;师;teacher;hsk1
shāng;商;salesman;hsk1
bǎi;百;hundred;hsk1
gēn;跟;heel;hsk1
zhàn;站;station;hsk1
rè;热;hot;hsk1
zuò;坐;to sit;hsk1
nǎo;脑;brain;hsk1
sòng;送;to deliver;hsk1
lěng;冷;cold;hsk1
bāng;帮;to help;hsk1
dì;弟;younger brother;hsk1
máng;忙;busy;hsk1
fàn;饭;meal;hsk1
hē;喝;to drink;hsk1
diàn;店;store;hsk1
yè;页;page;hsk1
qì;汽;steam;hsk1
líng;零;zero;hsk1
kě;渴;thirsty;hsk1
dào;到;to arrive;hsk1
shuō;说;to speak;hsk1
nián;年;year;hsk1
dào;道;way;hsk1
qǐ;起;to begin;hsk1
qián;前;in front;hsk1
dì;第;ordinal number;hsk1
zhī;知;to know;hsk1
děng;等;etc;hsk1
huà;话;talk;hsk1
lǎo;老;old age;hsk1
xiān;先;before;hsk1
zhēn;真;true;hsk1
gào;告;to declare;hsk1
jué;觉;senses;hsk1
kuài;快;fast;hsk1
yī;医;doctor;hsk1
kǎo;考;exam;hsk1
fáng;房;house;hsk1
dá;答;to answer;hsk1
jīng;京;capital;hsk1
qiú;球;ball;hsk1
jià;假;vacation;hsk1
ná;拿;to hold;hsk1
nín;您;thou;hsk1
chuān;穿;to wear;hsk1
kuài;块;lump;hsk1
xiè;谢;to thank;hsk1
piào;票;ticket;hsk1
páng;旁;side;hsk1
è;饿;to be hungry;hsk1
dōu;都;all;hsk1
cháng;常;often;hsk1
jiào;教;to teach;hsk1
xì;系;department;hsk1
nán;南;south;hsk1
yuàn;院;courtyard;hsk1
bìng;病;illness;hsk1
kè;客;guest;hsk1
qián;钱;coin;hsk1
dú;读;to read;hsk1
màn;慢;slow;hsk1
pǎo;跑;to run;hsk1
shuì;睡;to sleep;hsk1
guǎn;馆;building;hsk1
gē;歌;song;hsk1
shào;绍;to connect;hsk1
xǐ;洗;to wash;hsk1
lèi;累;tired;hsk1
zhòng;重;heavy;hsk1
gěi;给;to give;hsk1
hòu;候;to wait;hsk1
yǐng;影;shadow;hsk1
cuò;错;mistake;hsk1
guì;贵;expensive;hsk1
jiù;就;at once;hsk1
ér;而;and;hsk2
xīn;心;heart;hsk2
lì;力;power;hsk2
yòu;又;again;hsk2
yè;业;profession;hsk2
jǐ;己;self;hsk2
rù;入;to enter;hsk2
cái;才;genius;hsk2
mù;目;eye;hsk2
wáng;王;king;hsk2
piàn;片;slice;hsk2
niǎo;鸟;bird;hsk2
jīn;斤;Chinese pound;hsk2
yú;于;in;hsk2
fā;发;to send out;hsk2
rú;如;to be like;hsk2
dāng;当;to work as;hsk2
yīn;因;cause;hsk2
zhǐ;只;only;hsk2
cháng;长;long;hsk2
gōng;公;public;hsk2
yǐ;已;already;hsk2
quán;全;whole;hsk2
xiāng;相;one another;hsk2
lì;利;profit;hsk2
jiā;加;to add;hsk2
shēng;声;voice;hsk2
chù;处;location;hsk2
wù;务;tasks;hsk2
bì;必;certainly;hsk2
jì;计;to calculate;hsk2
xǔ;许;to permit;hsk2
duì;队;team;hsk2
sī;思;consider;hsk2
sè;色;color;hsk2
gāi;该;should;hsk2
wàn;万;ten thousand;hsk2
qǔ;取;to take;hsk2
gǎi;改;to alter;hsk2
shōu;收;to receive;hsk2
bàn;办;to manage;hsk2
jìn;近;near;hsk2
guǎng;广;extensive;hsk2
qīng;青;green;hsk2
suī;虽;although;hsk2
tuī;推;to push;hsk2
jié;节;festival;hsk2
jiǎng;讲;to lecture;hsk2
kè;刻;to carve;hsk2
yuè;乐;music;hsk2
pǔ;普;universal;hsk2
jiǔ;久;long time;hsk2
yìn;印;to print;hsk2
yáng;阳;positive;hsk2
pái;排;row;hsk2
jiǔ;酒;alcohol;hsk2
wén;闻;to hear;hsk2
tǎo;讨;to discuss;hsk2
hū;忽;to neglect;hsk2
chūn;春;springtime;hsk2
lǐ;礼;ceremony;hsk2
bǐ;笔;pen;hsk2
yīn;阴;negative;hsk2
xuě;雪;snow;hsk2
nòng;弄;to play with;hsk2
yì;亿;one hundred million;hsk2
dēng;灯;lamp;hsk2
qiū;秋;autumn;hsk2
mò;末;last;hsk2
dōng;冬;winter;hsk2
pá;爬;to climb;hsk2
wèi;为;act;hsk2
yǐ;以;to use;hsk2
kě;可;can;hsk2
zì;自;self;hsk2
suǒ;所;place;hsk2
zhǔ;主;master;hsk2
yóu;由;up to;hsk2
yīng;应;should;hsk2
tóu;头;head;hsk2
biǎo;表;surface;hsk2
wèi;位;position;hsk2
lùn;论;theory;hsk2
píng;平;level;hsk2
gèng;更;more;hsk2
shù;数;number;hsk2
bào;报;report;hsk2
shòu;受;to accept;hsk2
sī;司;to take charge of;hsk2
yǎn;眼;eye;hsk2
qiě;且;moreover;hsk2
jiāo;交;to mingle;hsk2
lā;拉;to pull;hsk2
qīng;清;pure;hsk2
yán;言;words;hsk2
suàn;算;to calculate;hsk2
qīng;轻;light;hsk2
cān;参;to participate;hsk2
huà;划;to divide;hsk2
tài;态;attitude;hsk2
liú;留;to stay;hsk2
jǔ;举;to lift up;hsk2
qiān;千;thousand;hsk2
chuán;船;ship;hsk2
gāng;刚;just now;hsk2
yún;云;cloud;hsk2
jù;句;sentence;hsk2
jiǎo;角;horn;hsk2
zhān;占;fortune;hsk2
fèn;份;portion;hsk2
bèi;背;back;hsk2
yǒng;永;eternity;hsk2
wèi;味;flavor;hsk2
wēn;温;temperature;hsk2
huà;画;drawing;hsk2
jīng;睛;eyeball;hsk2
jiàn;健;healthy;hsk2
yíng;迎;to greet;hsk2
nǔ;努;to toil;hsk2
tào;套;cover;hsk2
tǐng;挺;to erect;hsk2
qíng;晴;sunny;hsk2
wèi;喂;hello;hsk2
qí;其;theirs;hsk2
dàn;但;however;hsk2
tā;它;it;hsk2
shǐ;使;to use;hsk2
xiàng;向;orientation;hsk2
huò;或;or;hsk2
xìn;信;faith;hsk2
dù;度;degrees;hsk2
hǎi;海;sea;hsk2
tōng;通;to communicate;hsk2
biàn;变;to change;hsk2
ān;安;peaceful;hsk2
jiē;接;to welcome;hsk2
shì;市;market;hsk2
zhí;直;straight;hsk2
kè;克;to overcome;hsk2
biàn;便;convenient;hsk2
kē;科;academic discipline;hsk2
guān;观;to observe;hsk2
ràng;让;to yield;hsk2
yùn;运;to carry;hsk2
wǎng;往;toward;hsk2
yīng;英;England;hsk2
dān;单;list;hsk2
fù;复;to return;hsk2
zhuāng;装;attire;hsk2
hù;护;to protect;hsk2
yīn;音;sound;hsk2
duàn;段;section;hsk2
gù;故;deliberately;hsk2
hé;河;river;hsk2
dī;低;low;hsk2
zhù;助;to assist;hsk2
yù;育;education;hsk2
bān;般;sort;hsk2
jí;急;anxious;hsk2
céng;层;story;hsk2
kǎ;卡;card;hsk2
jìng;静;quiet;hsk2
cǎo;草;grass;hsk2
yú;鱼;fish;hsk2
kāng;康;health;hsk2
bǎn;板;board;hsk2
tíng;庭;courtyard;hsk2
yóu;油;oil;hsk2
cí;词;word;hsk2
yuán;园;park;hsk2
xìng;姓;surname;hsk2
zán;咱;we;hsk2
gǒu;狗;dog;hsk2
tuǐ;腿;leg;hsk2
pèng;碰;to bump;hsk2
chuī;吹;to blow;hsk2
zū;租;to rent;hsk2
māo;猫;cat;hsk2
píng;瓶;bottle;hsk2
zǎo;澡;bath;hsk2
rán;然;so;hsk2
chéng;成;to turn into;hsk2
fǎ;法;method;hsk2
bù;部;part;hsk2
yì;意;idea;hsk2
qíng;情;feeling;hsk2
wù;物;thing;hsk2
hé;合;to fit;hsk2
tí;提;to bring up;hsk2
jiàn;件;piece;hsk2
qiú;求;to request;hsk2
gòng;共;together;hsk2
dài;带;sash;hsk2
shì;示;to show;hsk2
zhào;照;to illuminate;hsk2
chēng;称;name;hsk2
chá;查;to investigate;hsk2
suí;随;to let;hsk2
hóng;红;red;hsk2
xiǎng;响;echo;hsk2
shí;食;food;hsk2
ā;啊;aah;hsk2
liàng;亮;shiny;hsk2
diào;掉;to drop;hsk2
chǔ;楚;clear;hsk2
fēng;封;to seal;hsk2
hú;湖;lake;hsk2
lǚ;旅;to travel;hsk2
jiè;借;to borrow;hsk2
piān;篇;piece of writing;hsk2
biàn;遍;everywhere;hsk2
diǎn;典;canon;hsk2
jiē;街;street;hsk2
xià;夏;summer;hsk2
kū;哭;to cry;hsk2
chén;晨;morning;hsk2
jiǎo;饺;dumpling;hsk2
jīng;经;to pass through;hsk2
dìng;定;to set;hsk2
lǐ;理;logic;hsk2
shí;实;reality;hsk2
zhě;者;one who;hsk2
huó;活;to live;hsk2
jié;结;to tie;hsk2
kōng;空;empty;hsk2
xiàng;像;to resemble;hsk2
wán;完;to finish;hsk2
què;确;authentic;hsk2
zǔ;组;group;hsk2
liú;流;to flow;hsk2
jì;际;border;hsk2
xū;须;to have to;hsk2
zhōu;周;week;hsk2
hēi;黑;black;hsk2
gòu;够;enough;hsk2
lì;例;example;hsk2
huáng;黄;yellow;hsk2
liǎn;脸;face;hsk2
pà;怕;to dread;hsk2
shì;适;suitable;hsk2
yè;夜;night;hsk2
shěng;省;to economize;hsk2
tíng;停;to halt;hsk2
yóu;游;to swim;hsk2
jiǎn;检;to examine;hsk2
yín;银;silver;hsk2
yǎng;养;to raise;hsk2
jiǎo;脚;foot;hsk2
huàn;换;to exchange;hsk2
duǎn;短;short;hsk2
shùn;顺;smooth;hsk2
mài;卖;to sell;hsk2
zhǐ;纸;paper;hsk2
lán;蓝;blue;hsk2
qiáng;墙;wall;hsk2
yí;宜;suitable;hsk2
liàng;辆;vehicle;hsk2
qí;骑;to ride;hsk2
zàng;脏;internal organs;hsk2
yǐ;椅;chair;hsk2
téng;疼;to hurt;hsk2
bǎo;饱;sated;hsk2
lán;篮;basket;hsk2
tè;特;special;hsk2
liàng;量;quantity;hsk2
jí;级;rank;hsk2
lí;离;to leave;hsk2
mǎn;满;full;hsk2
xuǎn;选;to choose;hsk2
dǎo;倒;to topple;hsk2
kào;靠;to lean on;hsk2
zuò;座;seat;hsk2
gù;顾;to look back;hsk2
zhōng;钟;bell;hsk2
táng;堂;hall;hsk2
zuǐ;嘴;mouth;hsk2
lǜ;绿;green;hsk2
guàn;惯;accustomed;hsk2
shū;舒;to relax;hsk2
piāo;漂;to float;hsk2
liáng;凉;cool;hsk2
xié;鞋;shoes;hsk2
kuài;筷;chopsticks;hsk2
yuán;原;original;hsk2
tí;题;topic;hsk2
gǎn;感;to feel;hsk2
yào;药;medicine;hsk2
shì;室;room;hsk2
chāo;超;super;hsk2
tiě;铁;iron;hsk2
liàn;练;to practice;hsk2
shú;熟;ripe;hsk2
hǎn;喊;to yell;hsk2
jì;绩;accomplishment;hsk2
yuè;越;to pass;hsk2
yuàn;愿;to wish;hsk2
cān;餐;meal;hsk2
yán;颜;countenance;hsk2
wǎn;碗;bowl;hsk2
dǒng;懂;to understand;hsk2
shì;世;generation;hsk3
mǔ;母;mother;hsk3
shuāng;双;pair;hsk3
fù;父;father;hsk3
zhǐ;止;to stop;hsk3
mù;木;tree;hsk3
hù;互;mutual;hsk3
chǎng;厂;factory;hsk3
qí;齐;neat;hsk3
dāo;刀;sword;hsk3
fēng;丰;plentiful;hsk3
bǎ;把;to grasp;hsk3
dài;代;substitute;hsk3
nèi;内;within;hsk3
huà;化;to transform;hsk3
rèn;任;to appoint;hsk3
lì;立;to stand;hsk3
yì;义;justice;hsk3
jiàn;建;to build;hsk3
qū;区;region;hsk3
dá;达;to attain;hsk3
shì;式;style;hsk3
pǐn;品;goods;hsk3
lèi;类;kind;hsk3
qiē;切;to cut;hsk3
zhēng;争;to contend;hsk3
jì;济;to aid;hsk3
cún;存;to exist;hsk3
tái;台;platform;hsk3
tuán;团;group;hsk3
jí;集;to gather;hsk3
xū;需;to need;hsk3
gōng;功;achievement;hsk3
yì;易;easy;hsk3
xiǎn;显;obvious;hsk3
lǐ;李;plum;hsk3
lì;历;to experience;hsk3
lìng;另;another;hsk3
jǐn;仅;merely;hsk3
zhì;志;aspiration;hsk3
cǎi;采;to pick;hsk3
réng;仍;still;hsk3
fǒu;否;to negate;hsk3
xuè;血;blood;hsk3
chū;初;beginning;hsk3
wèi;卫;to defend;hsk3
huán;环;ring;hsk3
cūn;村;village;hsk3
pèi;配;to distribute;hsk3
xiāng;香;fragrant;hsk3
yì;艺;art;hsk3
zá;杂;miscellaneous;hsk3
kùn;困;trapped;hsk3
jiù;旧;old;hsk3
bǔ;补;to patch;hsk3
cái;材;material;hsk3
zhuā;抓;to grab;hsk3
xùn;训;instruction;hsk3
mí;迷;lost;hsk3
dìng;订;to order;hsk3
qiǎo;巧;skillful;hsk3
yáng;羊;sheep;hsk3
shān;衫;shirt;hsk3
fēi;啡;coffee;hsk3
kā;咖;coffee;hsk3
chèn;衬;lining;hsk3
zhī;汁;juice;hsk3
mín;民;people;hsk3
cǐ;此;this;hsk3
bìng;并;to combine;hsk3
měi;美;beautiful;hsk3
chǎn;产;products;hsk3
jí;及;to reach;hsk3
gè;各;each;hsk3
shén;神;god;hsk3
zǒng;总;overall;hsk3
fǎn;反;opposite;hsk3
xíng;形;shape;hsk3
qiáng;强;strong;hsk3
zhāng;张;to stretch;hsk3
shù;术;art;hsk3
dǎo;导;to guide;hsk3
gēn;根;root;hsk3
měi;每;every;hsk3
qīn;亲;relative;hsk3
yì;议;to discuss;hsk3
fū;夫;husband;hsk3
shǐ;始;to start;hsk3
lián;连;one after another;hsk3
huá;华;China;hsk3
shí;石;stone;hsk3
duàn;断;to break;hsk3
jīng;精;essence;hsk3
zhī;支;branch;hsk3
nóng;农;agriculture;hsk3
tán;谈;to discuss;hsk3
zhuān;专;special;hsk3
jìn;尽;to exhaust;hsk3
gǔ;古;ancient;hsk3
zhòng;众;crowd;hsk3
tǔ;土;soil;hsk3
mǒu;某;certain;hsk3
zú;足;lower leg;hsk3
pài;派;faction;hsk3
pī;批;to criticize;hsk3
wéi;围;to surround;hsk3
zhí;职;job;hsk3
shāng;伤;wound;hsk3
fàn;范;model;hsk3
jiǎn;简;simple;hsk3
tuì;退;to retreat;hsk3
jī;积;to accumulate;hsk3
gǎn;敢;to dare;hsk3
fù;付;to pay;hsk3
wēi;危;danger;hsk3
jià;架;shelf;hsk3
lù;录;to record;hsk3
xiāng;乡;countryside;hsk3
yān;烟;smoke;hsk3
shù;束;bundle;hsk3
xì;戏;drama;hsk3
wěi;伟;great;hsk3
cǎi;彩;color;hsk3
qìng;庆;to celebrate;hsk3
xiāng;箱;box;hsk3
tāng;汤;soup;hsk3
jiāo;蕉;banana;hsk3
zhǒng;种;species;hsk3
jiàng;将;General;hsk3
hé;何;what;hsk3
jīn;金;gold;hsk3
zhǐ;指;finger;hsk3
bǎo;保;to protect;hsk3
shè;社;society;hsk3
jué;决;to decide;hsk3
guāng;光;ray;hsk3
shè;设;to establish;hsk3
chéng;程;procedure;hsk3
gé;格;pattern;hsk3
wàng;望;to expect;hsk3
chuán;传;to pass on;hsk3
jí;极;extreme;hsk3
zhèng;证;evidence;hsk3
shī;失;to lose;hsk3
zhuǎn;转;to turn;hsk3
bù;布;cloth;hsk3
jù;具;tool;hsk3
kuàng;况;situation;hsk3
jì;技;skill;hsk3
sì;似;similar;hsk3
xiāo;消;to disappear;hsk3
céng;曾;former;hsk3
jiào;较;to compare;hsk3
zhù;注;to pour;hsk3
wǔ;武;military;hsk3
zé;责;responsibility;hsk3
yíng;营;camp;hsk3
fáng;防;to guard against;hsk3
xiào;效;effect;hsk3
shǔ;属;to belong to;hsk3
sù;速;quick;hsk3
zhuàng;状;form;hsk3
kǔ;苦;bitter;hsk3
chuàng;创;to create;hsk3
chōng;充;sufficient;hsk3
fù;负;to carry on the back;hsk3
lóng;龙;dragon;hsk3
xiū;修;to repair;hsk3
shèng;胜;victory;hsk3
zhuī;追;to chase;hsk3
gài;概;approximate;hsk3
píng;评;to criticize;hsk3
lì;丽;beautiful;hsk3
shēng;升;to rise;hsk3
hūn;婚;marriage;hsk3
gū;姑;paternal aunt;hsk3
chǔ;础;foundation;hsk3
fǎng;访;to visit;hsk3
má;麻;hemp;hsk3
pāi;拍;to pat;hsk3
bì;币;currency;hsk3
mào;冒;to risk;hsk3
méi;媒;matchmaker;hsk3
zhù;祝;to wish well;hsk3
yóu;邮;post;hsk3
kù;裤;trousers;hsk3
píng;苹;apple;hsk3
yǒng;泳;to swim;hsk3
yuán;员;member;hsk3
zhì;至;until;hsk3
zhǎn;展;to unfold;hsk3
jiè;界;world;hsk3
xiàng;象;elephant;hsk3
jù;据;evidence;hsk3
sǐ;死;death;hsk3
lián;联;to unite;hsk3
shēn;深;deep;hsk3
jià;价;price;hsk3
qì;器;utensil;hsk3
niàn;念;to miss;hsk3
shǒu;首;head;hsk3
luò;落;to fall;hsk3
shì;势;force;hsk3
xī;希;to hope;hsk3
zhāng;章;chapter;hsk3
dǐ;底;bottom;hsk3
qí;奇;strange;hsk3
àn;按;to press;hsk3
hài;害;to harm;hsk3
jì;纪;era;hsk3
cháo;朝;dynasty;hsk3
zhí;值;value;hsk3
fú;福;happiness;hsk3
pàn;判;to judge;hsk3
pí;皮;skin;hsk3
jiān;坚;firm;hsk3
shàn;善;virtuous;hsk3
yā;压;pressure;hsk3
yōu;优;excellent;hsk3
sàn;散;to disperse;hsk3
niáng;娘;mom;hsk3
kǒng;恐;to fear;hsk3
jù;剧;drama;hsk3
tiào;跳;to jump;hsk3
làng;浪;wave;hsk3
guà;挂;to hang;hsk3
pái;牌;brand;hsk3
bō;播;to broadcast;hsk3
nuǎn;暖;warm;hsk3
táng;糖;sugar;hsk3
bān;搬;to relocate;hsk3
pàng;胖;fat;hsk3
qún;裙;skirt;hsk3
pí;啤;beer;hsk3
xìng;性;nature;hsk3
bèi;被;quilt;hsk3
guǎn;管;pipe;hsk3
mìng;命;life;hsk3
guī;规;regulations;hsk3
chí;持;to support;hsk3
biāo;标;mark;hsk3
yàn;验;to check;hsk3
zhōng;终;end;hsk3
jué;绝;to cut off;hsk3
qún;群;crowd;hsk3
yù;预;in advance;hsk3
jì;继;to continue;hsk3
xiǎn;险;dangerous;hsk3
dài;待;to treat;hsk3
hā;哈;haha;hsk3
luàn;乱;chaos;hsk3
liè;烈;intense;hsk3
shā;沙;sand;hsk3
wù;误;error;hsk3
wū;屋;house;hsk3
jiù;救;to rescue;hsk3
quē;缺;to lack;hsk3
xìng;幸;fortunate;hsk3
gǎn;赶;to hurry;hsk3
wǔ;舞;dance;hsk3
fán;烦;annoyed;hsk3
chǎo;吵;noisy;hsk3
zī;资;assets;hsk3
jī;基;base;hsk3
bù;步;footstep;hsk3
zào;造;to create;hsk3
diào;调;tune;hsk3
zhěng;整;entire;hsk3
yuē;约;to make an appointment;hsk3
xiàn;线;line;hsk3
zēng;增;to increase;hsk3
tū;突;suddenly;hsk3
fèi;费;expense;hsk3
tòng;痛;to ache;hsk3
fù;富;wealthy;hsk3
xuān;宣;to proclaim;hsk3
guài;怪;strange;hsk3
jǐng;景;scenery;hsk3
wò;握;to hold;hsk3
zhū;猪;pig;hsk3
tián;甜;sweet;hsk3
zhì;制;system;hsk3
jiě;解;to untie;hsk3
lǐng;领;collar;hsk3
chéng;城;city;hsk3
chú;除;to eliminate;hsk3
jǐn;紧;tight;hsk3
pò;破;to break;hsk3
yǎn;演;to perform;hsk3
shū;输;to transport;hsk3
sài;赛;competition;hsk3
qiáo;桥;bridge;hsk3
zú;族;clan;hsk3
xù;续;to continue;hsk3
jìng;境;boundary;hsk3
jǐng;警;police;hsk3
dùn;顿;to pause;hsk3
róng;容;to contain;hsk3
yíng;赢;to win;hsk3
chá;察;to examine;hsk3
zhī;之;of;hsk4
yǔ;与;offer;hsk4
shì;士;soldier;hsk4
bā;巴;crust;hsk4
ěr;耳;ear;hsk4
jù;巨;gigantic;hsk4
yá;牙;tooth;hsk4
chóng;虫;insects;hsk4
dòu;豆;beans;hsk4
cùn;寸;Chinese inch;hsk4
wú;无;nothing;hsk4
quán;权;authority;hsk4
lín;林;woods;hsk4
wèi;未;not yet;hsk4
yà;亚;Asia;hsk4
qǐ;企;to tiptoe;hsk4
shǐ;史;history;hsk4
yǐn;引;to draw;hsk4
lǜ;律;law;hsk4
jiāng;江;river;hsk4
dú;独;alone;hsk4
yì;益;benefit;hsk4
léi;雷;thunder;hsk4
zhèn;阵;battle formation;hsk4
dēng;登;to mount;hsk4
yè;叶;leaf;hsk4
yā;呀;exclamation;hsk4
fù;妇;married woman;hsk4
guī;归;to return;hsk4
zhú;逐;to pursue;hsk4
xún;寻;to seek;hsk4
juàn;卷;scroll;hsk4
ruò;弱;weak;hsk4
huǒ;伙;companion;hsk4
pán;盘;tray;hsk4
shēn;申;to express;hsk4
shǎn;闪;flash;hsk4
shòu;售;to sell;hsk4
zhé;折;to break;hsk4
xiù;秀;elegant;hsk4
huì;汇;to converge;hsk4
bì;闭;close;hsk4
fèn;奋;to exert;hsk4
lèi;泪;tears;hsk4
jì;季;season;hsk4
wěi;尾;tail;hsk4
gé;隔;to separate;hsk4
sǎo;扫;to sweep;hsk4
chǐ;尺;ruler;hsk4
féi;肥;fat;hsk4
shài;晒;to bask;hsk4
zhì;治;to govern;hsk4
jí;即;immediately;hsk4
hū;乎;oh;hsk4
gòu;构;to construct;hsk4
yán;严;strict;hsk4
yī;依;to depend on;hsk4
dǒu;斗;measuring cup;hsk4
xiàn;限;limit;hsk4
lù;陆;land;hsk4
jì;既;since;hsk4
jiàng;降;to descend;hsk4
chén;沉;to sink;hsk4
miǎn;免;to avoid;hsk4
è;恶;evil;hsk4
hù;户;door;hsk4
